INSTNM,CITY,STABBR,CONTROL,ADM_RATE,SAT_AVG,TUITFTE,PCTFLOAN,PCTPELL,DEBT_MDN,C150_4,CDR3,mn_earn_wne_p7,RET_FT4
Missouri University of Science and Technology,Rolla,MO,1,0.8215,1263,10252,0.5401,0.2587,18843,0.6257,0.038,56900,0.8262
Missouri Valley College,Marshall,MO,2,0.2218,920,6158,0.6479,0.4636,10500,0.2494,0.1,30900,0.436
Northwest Missouri State University,Maryville,MO,1,0.7241,1050,6076,0.5949,0.3557,14815,0.5017,0.095,36000,0.6583
Rockhurst University,Kansas City,MO,2,0.7543,1164,14635,0.5954,0.1736,14684,0.6921,0.057,45600,0.8744
Saint Louis Christian College,Florissant,MO,2,0.9886,970,4937,0.7439,0.5772,18460,0.25,0.14,32900,0.8125
Saint Louis University,Saint Louis,MO,2,0.6443,1237,19299,0.348,0.1415,20500,0.6974,0.047,49100,0.8683
Southeast Missouri State University,Cape Girardeau,MO,1,0.8546,1049,7348,0.5127,0.3558,14000,0.4891,0.116,34400,0.7265
Southwest Baptist University,Bolivar,MO,2,0.9022,1062,8741,0.5813,0.4257,14250,0.5185,0.099,31700,0.6358
Stephens College,Columbia,MO,2,0.6756,1047,11884,0.8529,0.5929,16416,0.5856,0.084,30800,0.6715
Truman State University,Kirksville,MO,1,0.7219,1243,5045,0.437,0.1895,17500,0.7168,0.038,38500,0.874
University of Central Missouri,Warrensburg,MO,1,0.8083,990,6183,0.6299,0.3814,15296,0.5358,0.103,35200,0.6884
University of Missouri-Columbia,Columbia,MO,1,0.7861,1165,10084,0.4864,0.216,17500,0.7012,0.055,43200,0.8353
University of Missouri-Kansas City,Kansas City,MO,1,0.33,1105,10688,0.4868,0.3208,15750,0.5131,0.098,44000,0.733
University of Missouri-St Louis,Saint Louis,MO,1,0.7419,1090,8003,0.4279,0.3036,18223,0.4567,0.086,39000,0.7505
Washington University in St Louis,Saint Louis,MO,2,0.1555,1474,23619,0.2207,0.0616,19500,0.9404,0.03,65700,0.9642
Webster University,Saint Louis,MO,2,0.5806,1107,15070,0.6536,0.3501,20500,0.5942,0.056,40100,0.8078
Westminster College,Fulton,MO,2,0.719,1090,8418,0.7596,0.2844,20000,0.6906,0.091,37700,0.7799
William Jewell College,Liberty,MO,2,0.5778,1146,9833,0.6559,0.2757,19500,0.5868,0.052,41500,0.7607
William Woods University,Fulton,MO,2,0.7514,1047,9847,0.6207,0.3406,15985,0.565,0.048,34600,0.7436
Dickinson State University,Dickinson,ND,1,0.4868,965,5100,0.4273,0.2341,13000,0.3915,0.071,38000,0.5545
Minot State University,Minot,ND,1,0.5662,1004,4815,0.3951,0.2317,12878.5,0.3732,0.065,35100,0.6818
North Dakota State University-Main Campus,Fargo,ND,1,0.841,1091,7681,0.5629,0.2251,17000,0.5308,0.033,45000,0.7805
University of Jamestown,Jamestown,ND,2,0.5689,1038,7800,0.6554,0.2778,17000,0.5227,0.058,38400,0.6109
University of Mary,Bismarck,ND,2,0.8307,1046,13334,0.5882,0.2362,16435,0.4858,0.046,43600,0.7057
University of North Dakota,Grand Forks,ND,1,0.737,1090,9376,0.5382,0.2087,16728,0.5529,0.036,44300,0.7502
Valley City State University,Valley City,ND,1,0.829,967,5331,0.4761,0.2644,12000,0.462,0.048,34300,0.6444
Bryan College of Health Sciences,Lincoln,NE,2,0.7167,1070,14365,0.7082,0.3574,22000,0.5556,0.039,46400,0.8286
Clarkson College,Omaha,NE,2,0.6056,1110,11683,0.7565,0.3776,21906.5,0.4839,0.023,44900,0.6857
College of Saint Mary,Omaha,NE,2,0.5701,1070,14802,0.7366,0.4271,20500,0.4194,0.08,38300,0.7912
Concordia University-Nebraska,Seward,NE,2,0.7152,1091,9932,0.5395,0.2242,18225,0.6364,0.036,34300,0.7568
Creighton University,Omaha,NE,2,0.7665,1214,23306,0.7041,0.191,21500,0.7592,0.02,57400,0.9088
Doane College-Crete,Crete,NE,2,0.7173,1077,12140,0.8425,0.3386,18624,0.6062,0.027,39600,0.7834
Grace University,Omaha,NE,2,0.5846,995,8357,0.655,0.4906,12000,0.5244,0.02,29400,0.7183
Hastings College,Hastings,NE,2,0.7364,1083,9873,0.6912,0.3124,20500,0.5762,0.048,36000,0.661
Midland University,Fremont,NE,2,0.6832,970,10948,0.804,0.4339,11500,0.493,0.079,35000,0.6171
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,2,0.3333,1070,13052,0.786,0.3497,22683.5,0.68,0.024,44600,0.7857
Nebraska Wesleyan University,Lincoln,NE,2,0.7689,1109,12109,0.6626,0.2688,19500,0.6849,0.03,40700,0.7753
Union College,Lincoln,NE,2,0.5229,1050,16236,0.7161,0.3555,16937.5,0.372,0.025,38000,0.6828
University of Nebraska at Kearney,Kearney,NE,1,0.8486,1049,4509,0.5002,0.3442,13496.5,0.5322,0.051,36700,0.7551
University of Nebraska at Omaha,Omaha,NE,1,0.7078,1070,6147,0.4683,0.3252,13631,0.4211,0.057,39400,0.7476
University of Nebraska-Lincoln,Lincoln,NE,1,0.6404,1147,8653,0.4022,0.1979,15799,0.6678,0.044,39900,0.8364
York College,York,NE,2,0.489,924,10118,0.75,0.4936,16651,0.3933,0.096,31900,0.6429
Art Academy of Cincinnati,Cincinnati,OH,2,0.2548,1009,24802,0.7813,0.4167,20375,0.5313,0.05,21000,0.7105
Ashland University,Ashland,OH,2,0.7438,1043,11903,0.5886,0.2861,21500,0.5634,0.047,35300,0.737
Baldwin Wallace University,Berea,OH,2,0.6396,1096,15293,0.7876,0.333,24000,0.7088,0.031,40000,0.7921
Bluffton University,Bluffton,OH,2,0.5308,1027,10693,0.7911,0.3881,19450,0.5971,0.084,34600,0.6736
Bowling Green State University-Main Campus,Bowling Green,OH,1,0.7247,1009,8604,0.6873,0.343,17500,0.541,0.117,35600,0.7012
Capital University,Columbus,OH,2,0.7604,1102,14903,0.8018,0.296,21500,0.5821,0.049,39700,0.7436
Case Western Reserve University,Cleveland,OH,2,0.4188,1377,23269,0.4815,0.2004,22500,0.8012,0.013,70800,0.9424
Cedarville University,Cedarville,OH,2,0.7401,1195,15386,0.5278,0.2078,19500,0.7263,0.014,37900,0.852
Central State University,Wilberforce,OH,1,0.3328,825,4338,0.8294,0.7576,17411,0.2518,0.209,22600,0.5279
Cincinnati Christian University,Cincinnati,OH,2,0.6398,989,9940,0.7386,0.4874,16865,0.3894,0.093,30700,0.77
Cleveland Institute of Art,Cleveland,OH,2,0.6825,1060,18008,0.7824,0.4424,27000,0.5979,0.054,29800,0.7826
Cleveland State University,Cleveland,OH,1,0.6287,1030,10476,0.6316,0.4344,16500,0.3198,0.09,38200,0.6721
College of Mount St Joseph,Cincinnati,OH,2,0.8755,989,15013,0.6543,0.3152,22062.5,0.5821,0.105,38800,0.6934
Columbus College of Art and Design,Columbus,OH,2,0.8551,1035,30173,0.7123,0.3727,26945,0.5908,0.102,29900,0.7938
Defiance College,Defiance,OH,2,0.716,964,12865,0.8233,0.4646,16000,0.4558,0.116,34900,0.5763
Denison University,Granville,OH,2,0.4597,1285,22211,0.5224,0.1813,22000,0.8137,0.029,41100,0.8935
Franciscan University of Steubenville,Steubenville,OH,2,0.7607,1163,14149,0.7649,0.2642,20500,0.7346,0.022,34300,0.8626
Hiram College,Hiram,OH,2,0.5736,1030,14846,0.7378,0.4107,21333.5,0.6456,0.098,37300,0.7566
John Carroll University,University Heights,OH,2,0.8334,1112,12625,0.6694,0.273,23489.5,0.7528,0.037,43800,0.8811
Kent State University at Kent,Kent,OH,1,0.8302,1048,9518,0.6339,0.3443,16500,0.5152,0.147,34100,0.7774
Kenyon College,Gambier,OH,2,0.3838,1328,25125,0.5195,0.1026,16491,0.8908,0.015,37400,0.9574
Kettering College,Kettering,OH,2,0.8514,1002,12284,0.7,0.3911,19000,0.6271,0.064,54100,0.5211
Lake Erie College,Painesville,OH,2,0.5561,983,10917,0.7604,0.4096,16160,0.4473,0.084,31500,0.7059
Malone University,Canton,OH,2,0.7179,1046,11480,0.7211,0.3991,19549,0.5866,0.064,40700,0.7131
Marietta College,Marietta,OH,2,0.6387,1105,16223,0.7122,0.3019,22353,0.5529,0.07,42800,0.715
Miami University-Oxford,Oxford,OH,1,0.6676,1240,15186,0.4162,0.1553,16766.5,0.8084,0.147,42500,0.8957
Mount Carmel College of Nursing,Columbus,OH,2,0.5421,1030,12131,0.6704,0.2562,18750,0.5595,0.029,53100,0.7683
Mount Vernon Nazarene University,Mount Vernon,OH,2,0.6349,1071,12936,0.7568,0.4248,21875,0.6086,0.066,40200,0.7276
Muskingum University,New Concord,OH,2,0.7596,983,10871,0.8113,0.4235,18751,0.4791,0.066,32700,0.6832
Notre Dame College,Cleveland,OH,2,0.9024,943,12208,0.7526,0.3493,12750,0.387,0.079,37200,0.6026
Oberlin College,Oberlin,OH,2,0.3041,1354,27465,0.3717,0.1072,23250,0.8857,0.02,31700,0.9341
Ohio Christian University,Circleville,OH,2,0.9711,939,9752,0.7138,0.5686,10035,0.3143,0.115,29100,0.6414
Ohio Dominican University,Columbus,OH,2,0.494,1028,12100,0.5994,0.347,21081.5,0.4092,0.074,37500,0.6617
Ohio Northern University,Ada,OH,2,0.6785,1153,17109,0.7284,0.24,25000,0.7175,0.027,68300,0.8429
Ohio State University-Main Campus,Columbus,OH,1,0.5553,1289,13102,0.4587,0.2224,17000,0.8323,0.071,40800,0.9245
Ohio University-Main Campus,Athens,OH,1,0.7295,1104,10625,0.518,0.2339,14457,0.6657,0.15,36400,0.7862
Ohio Wesleyan University,Delaware,OH,2,0.7533,1123,14829,0.5926,0.2177,22192,0.6319,0.051,37800,0.8007
Otterbein University,Westerville,OH,2,0.7374,1087,15523,0.6996,0.2546,22000,0.5886,0.065,37600,0.7639
The College of Wooster,Wooster,OH,2,0.5633,1231,17867,0.5144,0.1938,20490,0.7505,0.066,39600,0.8709
The University of Findlay,Findlay,OH,2,0.6832,1083,14741,0.4915,0.2009,18770,0.564,0.044,40300,0.7619
Tiffin University,Tiffin,OH,2,0.3856,969,6222,0.7577,0.6175,12033,0.461,0.189,36600,0.6488
University of Akron Main Campus,Akron,OH,1,0.9649,1016,9302,0.6238,0.4149,15000,0.4166,0.135,33400,0.6636
University of Cincinnati-Main Campus,Cincinnati,OH,1,0.7325,1141,12384,0.5545,0.2658,15000,0.579,0.1,38500,0.8462
University of Dayton,Dayton,OH,2,0.5297,1181,18266,0.6791,0.1188,23250,0.7674,0.02,46800,0.8858
University of Mount Union,Alliance,OH,2,0.712,1050,13695,0.8161,0.3177,23557.5,0.6273,0.073,39600,0.7372
University of Toledo,Toledo,OH,1,0.9073,1031,10874,0.5921,0.3792,14500,0.4543,0.135,41100,0.6805
Ursuline College,Pepper Pike,OH,2,0.5782,1018,16468,0.7725,0.4232,26334,0.5,0.061,43600,0.6517
Walsh University,North Canton,OH,2,0.7713,1047,12937,0.8373,0.3307,21500,0.5519,0.06,38900,0.7348
Wilmington College,Wilmington,OH,2,0.4603,1006,11265,0.7822,0.4479,21576,0.3841,0.094,34300,0.8175
Wittenberg University,Springfield,OH,2,0.8932,1119,15042,0.6768,0.2637,21758,0.6261,0.064,36700,0.7444
Xavier University,Cincinnati,OH,2,0.6997,1132,16524,0.5802,0.1827,24000,0.7646,0.037,45000,0.8344
Augustana College,Sioux Falls,SD,2,0.6809,1105,13044,0.6587,0.2281,25249,0.6643,0.033,38800,0.7995
Black Hills State University,Spearfish,SD,1,0.8924,993,6118,0.5873,0.3475,13575,0.3347,0.08,32700,0.5934
Dakota State University,Madison,SD,1,0.8297,1010,6380,0.4321,0.2364,12500,0.4733,0.091,34800,0.6926
Dakota Wesleyan University,Mitchell,SD,2,0.7023,1058,10120,0.8391,0.4182,18500,0.4221,0.117,32400,0.7677
Mount Marty College,Yankton,SD,2,0.7239,1050,9944,0.5203,0.3118,20500,0.5185,0.081,33700,0.6696
Northern State University,Aberdeen,SD,1,0.9334,1030,4979,0.4196,0.2255,12821,0.4853,0.112,31500,0.7108
Presentation College,Aberdeen,SD,2,0.6608,934,12537,0.807,0.4933,15000,0.3415,0.103,34300,0.5773
South Dakota School of Mines and Technology,Rapid City,SD,1,0.8608,1183,8097,0.5507,0.2523,14875,0.4566,0.05,48500,0.7886
South Dakota State University,Brookings,SD,1,0.919,1050,7250,0.6074,0.2716,15269,0.5566,0.042,40400,0.7589
University of Sioux Falls,Sioux Falls,SD,2,0.969,1064,10899,0.7345,0.2839,16749,0.4747,0.043,35700,0.6579
University of South Dakota,Vermillion,SD,1,0.8788,1090,6878,0.5899,0.2876,15463,0.5515,0.064,38700,0.7649
Alverno College,Milwaukee,WI,2,0.7887,950,17364,0.8784,0.6102,25500,0.3852,0.083,36900,0.7173
Bellin College,Green Bay,WI,2,0.5556,1070,25880,0.8145,0.2621,15793,0.6786,0.046,55200,0.75
Beloit College,Beloit,WI,2,0.6769,1227,18060,0.5784,0.1795,23231.5,0.7815,0.01,35500,0.9228
Cardinal Stritch University,Milwaukee,WI,2,0.8423,1027,11171,0.7178,0.4377,24583,0.4162,0.066,48800,0.7099
Carroll University,Waukesha,WI,2,0.8114,1090,14038,0.7108,0.2827,19500,0.5629,0.04,38800,0.7598
Carthage College,Kenosha,WI,2,0.7018,1105,15633,0.8048,0.2774,20750,0.6501,0.077,41000,0.7841
Concordia University-Wisconsin,Mequon,WI,2,0.6992,1049,12548,0.678,0.3435,14250,0.5569,0.068,41500,0.7098
Edgewood College,Madison,WI,2,0.7656,1050,16097,0.748,0.3353,20568,0.5662,0.042,42000,0.8176
Lakeland College,Plymouth,WI,2,0.6621,1007,9650,0.6363,0.3478,19023.5,0.5083,0.062,38800,0.6954
Maranatha Baptist University,Watertown,WI,2,0.7146,1061,11590,0.6932,0.4386,12000,0.4843,0.009,29300,0.7204
Marian University,Fond Du Lac,WI,2,0.7561,950,12247,0.6489,0.4213,21500,0.4887,0.053,39700,0.682
Marquette University,Milwaukee,WI,2,0.5745,1217,20795,0.508,0.1689,24760,0.7824,0.025,54000,0.9071
Milwaukee School of Engineering,Milwaukee,WI,2,0.6839,1244,14966,0.7296,0.2872,25893,0.5582,0.045,55900,0.8285
Mount Mary University,Milwaukee,WI,2,0.5397,957,14521,0.6679,0.4725,25000,0.4118,0.065,38800,0.7158
Northland College,Ashland,WI,2,0.5907,1105,11920,0.7644,0.4186,16000,0.5762,0.068,28000,0.6813
Ripon College,Ripon,WI,2,0.7515,1130,13443,0.666,0.3534,27000,0.7405,0.063,37500,0.8627
Saint Norbert College,De Pere,WI,2,0.8194,1125,16212,0.6743,0.2104,23496,0.7417,0.025,39500,0.8065
Silver Lake College of the Holy Family,Manitowoc,WI,2,0.6,950,9864,0.4332,0.2976,16825,0.3684,0.08,35700,0.72
University of Wisconsin-Eau Claire,Eau Claire,WI,1,0.7646,1110,6891,0.5877,0.2654,17823.5,0.6693,0.038,39900,0.8228
University of Wisconsin-Green Bay,Green Bay,WI,1,0.8476,1070,4942,0.5818,0.3292,14549,0.464,0.042,36200,0.7192
University of Wisconsin-La Crosse,La Crosse,WI,1,0.72,1130,6873,0.5827,0.226,18428.5,0.672,0.018,41400,0.8656
University of Wisconsin-Madison,Madison,WI,1,0.6792,1268,10866,0.3616,0.1501,21000,0.8284,0.016,52700,0.9517
University of Wisconsin-Milwaukee,Milwaukee,WI,1,0.8608,1030,8308,0.6362,0.3567,17459,0.4141,0.061,38700,0.7007
University of Wisconsin-Oshkosh,Oshkosh,WI,1,0.8134,1030,5707,0.5615,0.2762,16852,0.5351,0.045,37500,0.7522
University of Wisconsin-Parkside,Kenosha,WI,1,0.7547,990,4901,0.5988,0.4259,14054,0.3073,0.12,35800,0.7271
University of Wisconsin-Platteville,Platteville,WI,1,0.9647,1050,6776,0.6314,0.306,15750,0.5423,0.041,42200,0.7533
University of Wisconsin-River Falls,River Falls,WI,1,0.8663,1030,6045,0.6503,0.3224,18225,0.5141,0.042,36200,0.7196
University of Wisconsin-Stevens Point,Stevens Point,WI,1,0.8285,1070,5745,0.653,0.337,18700,0.5804,0.041,35600,0.789
University of Wisconsin-Stout,Menomonie,WI,1,0.8927,1030,5612,0.642,0.2958,18015,0.5426,0.037,40000,0.7329
University of Wisconsin-Superior,Superior,WI,1,0.8927,1010,5673,0.6531,0.4184,14616.5,0.4111,0.083,30700,0.6565
University of Wisconsin-Whitewater,Whitewater,WI,1,0.8468,1030,6665,0.6431,0.2963,18681,0.5483,0.076,37900,0.7694
Viterbo University,La Crosse,WI,2,0.706,1090,11278,0.7373,0.3796,21500,0.4681,0.05,39500,0.8092
Wisconsin Lutheran College,Milwaukee,WI,2,0.6356,1097,11551,0.8602,0.332,16172,0.6354,0.029,34200,0.8182
