name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
xalan,2.7.0,org.apache.xalan.lib.PipeDocument,3,1,0,10,46,3,0,10,3,2,267,0,0,0,0.466666667,0,0,88,1,0.6667,1
xalan,2.7.0,org.apache.xalan.extensions.ExtensionHandlerJava,3,2,2,3,7,0,2,1,2,0.5,32,1,0,0.75,0.666666667,0,0,9,1,0.6667,1
xalan,2.7.0,org.apache.xml.serializer.WriterChain,9,1,0,3,9,36,3,0,9,2,9,0,0,0,0.444444444,0,0,0,1,1,1
xalan,2.7.0,org.apache.xalan.processor.ProcessorOutputElem,14,4,0,9,40,0,1,8,13,0.576923077,175,0.5,1,0.941704036,0.295918367,2,3,11.35714286,1,0.9286,1
xalan,2.7.0,org.apache.xml.res.XMLErrorResources_ko,4,3,0,1,15,6,0,1,3,1.333333333,1166,0,0,0.926829268,0.333333333,0,0,271.25,2,1,2
xalan,2.7.0,org.apache.xalan.extensions.XPathFunctionResolverImpl,3,1,0,4,23,3,0,4,2,2,183,0,0,0,0.5,0,0,60,14,7,1
xalan,2.7.0,org.apache.xalan.xsltc.ProcessorVersion,3,1,0,0,9,1,0,0,2,0.5,44,1,0,0,0.5,0,0,12.66666667,2,0.6667,1
xalan,2.7.0,org.apache.xalan.processor.XSLTSchema,6,2,0,27,47,3,5,25,2,0.7875,2717,0.03125,0,0.848484848,0.444444444,1,1,446.5,38,7,2
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.ObjectFactory,13,1,0,3,49,64,1,2,0,0.916666667,699,0.833333333,0,0,0.3125,0,0,52.30769231,16,2.4615,1
xalan,2.7.0,org.apache.xpath.objects.XStringForFSB,31,4,0,10,59,117,1,10,29,0.606666667,831,0.4,0,0.802721088,0.150537634,4,20,25.64516129,14,2.9355,1
xalan,2.7.0,org.apache.xpath.jaxp.XPathImpl,20,1,0,11,55,106,1,10,12,0.723684211,589,1,1,0,0.215789474,0,0,28.05,6,1.3,2
xalan,2.7.0,org.apache.xml.serializer.utils.StringToIntTable,8,1,0,1,12,0,1,0,8,0.523809524,217,0.833333333,0,0,0.583333333,0,0,25.375,4,1.875,1
xalan,2.7.0,org.apache.xml.utils.SystemIDResolver,9,1,0,21,33,36,19,2,6,2,341,0,0,0,0.5,0,0,36.88888889,9,4.1111,1
xalan,2.7.0,org.apache.xalan.lib.ExsltDatetime,45,1,0,3,84,990,0,3,37,1.022727273,1526,0,0,0,0.172222222,0,0,32.71111111,10,1.6,2
xalan,2.7.0,org.apache.xpath.functions.FuncBoolean,2,4,0,5,5,1,0,5,2,2,16,0,0,0.979591837,0.75,1,6,6.5,1,0.5,1
xalan,2.7.0,org.apache.xml.dtm.DTM,67,1,0,96,67,2211,93,4,67,1.015151515,83,0,0,0,0.242537313,0,0,0,1,1,1
xalan,2.7.0,org.apache.xml.serializer.AttributesImplSerializer,7,2,0,6,29,0,6,0,6,0.666666667,235,1,0,0.8,0.428571429,1,2,32,3,2.1429,1
xalan,2.7.0,org.apache.xml.utils.res.IntArrayWrapper,3,1,0,13,4,0,13,0,3,0,19,1,0,0,0.555555556,0,0,5,1,0.6667,1
xalan,2.7.0,org.apache.xalan.xslt.ObjectFactory,13,1,0,4,49,64,2,2,0,0.916666667,699,0.833333333,0,0,0.3125,0,0,52.30769231,16,2.4615,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.CastCall,3,4,0,17,19,1,0,17,3,0.5,107,1,1,0.979591837,0.444444444,3,14,34,1,0.6667,1
xalan,2.7.0,org.apache.xpath.objects.EqualComparator,3,2,0,3,5,3,1,2,0,2,18,0,0,0.5,0.555555556,0,0,5,2,1,0
xalan,2.7.0,org.apache.xml.serializer.XSLOutputAttributes,19,1,0,1,19,171,1,0,19,2,19,0,0,0,0.381578947,0,0,0,1,1,2
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.ClassGenerator,10,3,4,124,15,27,120,5,10,0.902777778,88,1,2,0.8875,0.28,0,0,7,1,0.9,2
xalan,2.7.0,org.apache.xml.serializer.utils.SerializerMessages_sv,2,3,0,0,3,1,0,0,2,2,231,0,0,0.974358974,1,0,0,114.5,1,0.5,1
xalan,2.7.0,org.apache.xpath.functions.FuncFloor,2,4,0,5,7,1,0,5,2,2,16,0,0,0.979591837,0.75,1,6,6.5,1,0.5,1
xalan,2.7.0,org.apache.xml.utils.res.XResources_ja_JP_HI,2,4,0,5,7,1,0,5,2,2,614,0,0,0.976190476,1,0,0,306,1,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,1
xalan,2.7.0,org.apache.xalan.xsltc.trax.SecuritySupport12,9,2,0,9,23,36,9,9,0,2,82,0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,1
xalan,2.7.0,org.apache.xml.serializer.utils.SerializerMessages_en,1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.Instruction,3,2,26,36,9,3,28,8,2,2,24,0,0,0.964285714,0.5,1,2,7,1,0.6667,1
xalan,2.7.0,org.apache.xpath.domapi.XPathEvaluatorImpl,5,1,0,6,16,4,1,6,5,0.25,84,1,0,0,0.4,0,0,15.6,2,0.8,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.MatchGenerator,10,5,0,9,16,27,1,8,9,0.844444444,79,1,0,0.945205479,0.263888889,2,5,6.4,2,0.9,1
xalan,2.7.0,org.apache.xml.utils.ObjectVector,21,1,1,5,23,0,5,0,21,0.3375,516,1,0,0,0.5,0,0,23.38095238,4,1.7143,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.ErrorMessages_ru,2,3,0,0,3,1,0,0,2,2,229,0,0,0.974358974,1,0,0,113.5,1,0.5,2
xalan,2.7.0,org.apache.xml.utils.RawCharacterHandler,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,1
xalan,2.7.0,org.apache.xml.serializer.utils.URI,42,1,0,4,68,375,1,3,29,0.780487805,2063,1,0,0,0.226480836,0,0,47.83333333,33,3.1429,2
xalan,2.7.0,org.apache.xalan.xsltc.compiler.SourceLoader,1,1,0,6,1,0,6,1,1,2,1,0,0,0,1,0,0,0,1,1,1
xalan,2.7.0,org.apache.xalan.lib.ExsltMath,20,2,0,2,48,188,0,2,19,0.947368421,312,1,0,0.1,0.25,0,0,14.25,10,2.15,1
xalan,2.7.0,org.apache.xalan.transformer.NodeSorter,4,1,0,9,28,2,2,8,2,0.333333333,475,0,1,0,0.583333333,0,0,117.25,1,0.75,1
xalan,2.7.0,org.apache.xml.serializer.SerializerTraceWriter,10,2,0,3,20,0,1,2,8,0.311111111,532,1,1,0.590909091,0.283333333,1,2,51.7,2,1,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.Otherwise,4,3,0,12,12,6,3,10,3,2,43,0,0,0.949152542,0.4,1,4,9.75,1,0.75,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.Node,1,1,0,1,2,0,1,0,1,2,12,0,0,0,1,0,0,9,0,0,1
xalan,2.7.0,org.apache.xml.dtm.ref.DTMDocumentImpl,111,1,0,13,150,5301,0,13,97,0.944318182,1851,0.708333333,8,0,0.119886364,0,0,15.45945946,10,1.5315,1
xalan,2.7.0,org.apache.xalan.trace.TracerEvent,3,1,0,7,15,3,4,3,3,1,183,0,3,0,0.388888889,0,0,58.66666667,5,3.3333,1
xalan,2.7.0,org.apache.xpath.functions.FuncCeiling,2,4,0,5,7,1,0,5,2,2,16,0,0,0.979591837,0.75,1,6,6.5,1,0.5,1
xalan,2.7.0,org.apache.xpath.objects.DTMXRTreeFrag,7,1,0,3,9,0,2,2,5,0.611111111,61,1,2,0,0.357142857,1,1,7.285714286,3,1.1429,1
xalan,2.7.0,org.apache.xpath.FoundIndex,1,4,0,0,2,0,0,0,1,2,5,0,0,1,1,0,0,3,0,0,1
xalan,2.7.0,org.apache.xpath.WhitespaceStrippingElementMatcher,2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.666666667,0,0,0,1,1,1
xalan,2.7.0,org.apache.xalan.extensions.ExpressionContext,7,1,0,20,7,21,18,3,7,2,7,0,0,0,0.476190476,0,0,0,1,1,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.UnparsedEntityUriCall,3,4,0,15,14,0,0,15,3,0,63,1,1,0.979591837,0.444444444,3,13,19.66666667,1,0.6667,1
xalan,2.7.0,org.apache.xml.serializer.SerializationHandler,10,1,0,48,10,45,42,6,10,2,10,0,0,0,0.242857143,0,0,0,1,1,2
xalan,2.7.0,org.apache.xml.utils.LocaleUtility,2,1,0,1,13,1,1,0,2,2,103,0,0,0,0.5,0,0,49.5,10,5,1
xalan,2.7.0,org.apache.xpath.functions.FuncString,2,5,0,5,4,1,0,5,2,2,11,0,0,0.982142857,0.75,2,7,4,1,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.SAXImpl,81,6,0,58,233,3062,11,54,66,0.962931034,2220,1,5,0.721428571,0.129166667,3,8,26.04938272,10,2.037,2
xalan,2.7.0,org.apache.xml.serializer.TransformStateSetter,2,1,0,4,2,1,4,0,2,2,2,0,0,0,0.666666667,0,0,0,1,1,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.BooleanExpr,7,3,0,17,16,1,1,16,7,0.333333333,70,1,0,0.922077922,0.371428571,2,8,8.857142857,2,1.1429,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.Fallback,6,3,0,10,12,0,1,9,5,0.2,49,1,0,0.918032787,0.333333333,1,3,7,2,1.1667,1
xalan,2.7.0,org.apache.xalan.processor.ProcessorImport,3,5,0,2,4,3,1,1,1,1.5,11,0,0,0.990950226,1,1,1,2.333333333,1,0.6667,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.ErrorMessages_pl,2,3,0,0,3,1,0,0,2,2,229,0,0,0.974358974,1,0,0,113.5,1,0.5,2
xalan,2.7.0,org.apache.xml.serializer.utils.SerializerMessages_ru,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,3
xalan,2.7.0,org.apache.xml.res.XMLErrorResources_cs,4,3,0,1,15,6,0,1,3,1.333333333,1166,0,0,0.926829268,0.333333333,0,0,271.25,2,1,2
xalan,2.7.0,org.apache.xml.serializer.utils.SerializerMessages_ca,2,3,0,0,3,1,0,0,2,2,426,0,0,0.974358974,1,0,0,212,1,0.5,3
xalan,2.7.0,org.apache.xalan.xsltc.compiler.Key,6,3,0,37,56,0,1,36,5,0.55,586,1,4,0.923076923,0.361111111,2,5,96,5,1.6667,4
xalan,2.7.0,org.apache.xalan.lib.sql.SQLQueryParser,13,1,0,6,46,8,2,5,9,0.716666667,528,0.7,0,0,0.221153846,0,0,38.84615385,35,4.0769,1
xalan,2.7.0,org.apache.xalan.transformer.TransformerHandlerImpl,36,1,0,8,102,0,1,8,33,0.848214286,931,0.9375,2,0,0.176623377,0,0,24.41666667,7,1.1944,1
xalan,2.7.0,org.apache.xpath.objects.XObject,42,2,7,147,68,819,134,15,40,0.96097561,466,0.1,0,0.428571429,0.112244898,2,8,9.857142857,4,1.1667,2
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.MultiHashtable,3,3,0,2,11,3,2,0,3,1.5,62,0,0,0.95,0.833333333,1,2,19.33333333,5,2.3333,1
xalan,2.7.0,org.apache.xpath.functions.FuncDoclocation,2,5,0,5,9,1,0,5,2,2,44,0,0,0.982142857,0.75,2,7,20.5,1,0.5,1
xalan,2.7.0,org.apache.xalan.serialize.SerializerUtils,7,1,0,12,37,21,5,7,7,2,256,0,0,0,0.404761905,0,0,35.57142857,4,1.2857,1
xalan,2.7.0,org.apache.xpath.XPathException,14,4,1,4,31,21,2,2,12,0.807692308,290,0.25,0,0.75,0.258928571,2,4,19.42857143,7,1.9286,1
xalan,2.7.0,org.apache.xalan.extensions.ExtensionHandler,7,1,3,15,11,21,9,6,5,1,29,1,0,0,0.349206349,0,0,2.857142857,1,0.8571,1
xalan,2.7.0,org.apache.xalan.templates.ElemExsltFunction,5,4,0,15,31,10,3,12,5,1.25,173,0,0,0.981900452,0.4,4,7,33.4,1,0.8,1
xalan,2.7.0,org.apache.xml.serializer.OutputPropertyUtils,3,1,0,3,7,3,3,0,3,2,33,0,0,0,0.555555556,0,0,10,3,1.6667,1
xalan,2.7.0,org.apache.xalan.processor.ProcessorKey,3,4,0,10,34,3,1,9,1,1.5,170,0,0,0.990566038,0.666666667,1,1,55.33333333,1,0.6667,2
xalan,2.7.0,org.apache.xpath.jaxp.JAXPPrefixResolver,5,1,0,3,18,8,2,1,5,1,107,0.5,0,0,0.45,0,0,20,12,3,1
xalan,2.7.0,org.apache.xpath.res.XPATHErrorResources_zh_TW,4,3,0,1,15,6,0,1,3,1.333333333,2120,0,0,0.926829268,0.333333333,0,0,495.5,2,1,2
xalan,2.7.0,org.apache.xml.dtm.ref.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,1
xalan,2.7.0,org.apache.xpath.axes.OneStepIteratorForward,6,7,1,8,16,0,3,6,4,0.7,95,0.5,0,0.97080292,0.4,4,10,14.5,3,1.1667,2
xalan,2.7.0,org.apache.xml.serializer.ElemContext,5,1,0,8,6,0,7,1,0,0.35,123,0.1,3,0,0.466666667,0,0,21.6,2,1,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.TopLevelElement,5,2,10,24,17,10,14,10,4,2,56,0,0,0.931034483,0.44,1,4,10.2,1,0.8,2
xalan,2.7.0,org.apache.xpath.domapi.XPathResultImpl,17,1,0,5,43,54,1,4,10,0.741071429,647,1,2,0,0.218487395,0,0,36.64705882,5,1.5294,1
xalan,2.7.0,org.apache.xpath.res.XPATHErrorResources_sk,4,3,0,1,15,6,0,1,3,1.333333333,2120,0,0,0.926829268,0.333333333,0,0,495.5,2,1,2
xalan,2.7.0,org.apache.xpath.functions.FuncLast,5,3,0,8,12,8,1,7,5,0.875,60,0.5,0,0.904761905,0.4,1,6,10.6,2,1,1
xalan,2.7.0,org.apache.xml.res.XMLErrorResources_sv,2,4,0,1,3,1,0,1,2,2,870,0,0,0.976190476,1,0,0,432,1,0.5,1
xalan,2.7.0,org.apache.xalan.templates.AVTPartSimple,5,2,0,6,7,4,1,5,5,0.875,23,0.5,0,0.555555556,0.325,0,0,3.2,1,0.8,1
xalan,2.7.0,org.apache.xalan.xslt.EnvironmentCheck,20,1,0,2,74,178,1,1,5,0.973684211,2239,0.166666667,0,0,0.245614035,0,0,110.35,9,3.65,1
xalan,2.7.0,org.apache.xml.serializer.utils.SerializerMessages_ko,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,3
xalan,2.7.0,org.apache.xml.utils.SerializableLocatorImpl,10,1,0,0,15,37,0,0,10,0.844444444,65,0.8,0,0,0.375,0,0,5,1,0.8,1
xalan,2.7.0,org.apache.xalan.transformer.ResultNameSpace,1,1,0,0,2,0,0,0,1,2,16,0,1,0,1,0,0,12,0,0,1
xalan,2.7.0,org.apache.xml.dtm.DTMFilter,2,1,0,6,2,1,6,0,2,2,17,0,0,0,1,0,0,0,1,1,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.NthIterator,10,2,0,3,21,0,0,3,10,0.62962963,99,1,1,0.590909091,0.35,1,7,8.6,2,1.1,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.VoidType,9,2,0,13,20,36,1,13,8,2,85,0,0,0.804878049,0.351851852,2,3,8.444444444,2,1.2222,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.NodeSortRecordGenerator,3,4,0,5,5,1,1,4,3,1,25,1,0,0.975903614,0.466666667,0,0,6.666666667,1,0.6667,1
xalan,2.7.0,org.apache.xpath.patterns.FunctionPattern,7,4,0,12,18,0,3,10,6,0.666666667,157,0,1,0.931034483,0.367346939,3,16,21.14285714,2,1,1
xalan,2.7.0,org.apache.xml.utils.StringBufferPool,5,1,0,6,13,4,4,2,3,0.75,44,0.5,1,0,0.25,0,0,7.4,1,0.6,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.CollatorFactoryBase,4,1,0,1,9,4,0,1,3,0.666666667,29,0,0,0,0.555555556,0,0,5.75,2,0.75,1
xalan,2.7.0,org.apache.xalan.transformer.TransformerIdentityImpl,45,2,0,11,147,580,1,10,43,0.733333333,1264,0.8,2,0.232142857,0.14017094,0,0,26.75555556,3,1.0444,4
xalan,2.7.0,org.apache.xml.dtm.ref.CoroutineManager,6,1,0,4,17,0,3,1,6,0.7,183,0,0,0,0.722222222,0,0,28.5,7,1.8333,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.ResultTreeType,22,2,0,40,59,185,9,33,21,0.523809524,751,1,0,0.622641509,0.199300699,2,4,33.09090909,7,1.5909,2
xalan,2.7.0,org.apache.xpath.XPathVisitable,1,1,0,3,1,0,1,2,1,2,1,0,0,0,1,0,0,0,1,1,1
xalan,2.7.0,org.apache.xalan.templates.ElemUse,7,3,4,9,15,0,4,6,6,0.666666667,122,0.5,1,0.97029703,0.428571429,0,0,16.14285714,2,1,2
xalan,2.7.0,org.apache.xalan.xsltc.cmdline.ObjectFactory,13,1,0,3,49,64,1,2,0,0.916666667,699,0.833333333,0,0,0.3125,0,0,52.30769231,16,2.4615,1
xalan,2.7.0,org.apache.xml.dtm.ref.EmptyIterator,15,1,0,3,16,103,2,1,13,0.928571429,47,1,1,0,0.380952381,0,0,2.066666667,1,0.8667,1
xalan,2.7.0,org.apache.xpath.functions.ObjectFactory,13,1,0,3,49,64,1,2,0,0.916666667,699,0.833333333,0,0,0.3125,0,0,52.30769231,16,2.4615,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.FunctionCall,29,3,24,64,152,128,25,39,15,0.932653061,2586,0.857142857,4,0.731958763,0.114285714,3,11,86.96551724,20,3.2759,2
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.ReferenceType,20,2,0,42,46,184,19,30,19,2,630,0,0,0.634615385,0.230769231,2,4,30.5,16,2.25,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.AbstractTranslet,44,1,0,28,120,794,14,15,42,0.942857143,1110,0.571428571,7,0,0.146103896,0,0,23.43181818,12,2.1364,2
xalan,2.7.0,org.apache.xalan.xsltc.compiler.CompilerException,4,3,0,2,9,0,2,0,4,0.833333333,41,0.5,0,0.944444444,0.5,1,1,8.75,2,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.ApplyTemplates,6,3,0,28,60,0,3,27,5,0.65,375,1,3,0.918032787,0.305555556,1,5,60.83333333,13,3.5,1
xalan,2.7.0,org.apache.xml.utils.WrongParserException,1,4,0,0,2,0,0,0,1,2,6,0,0,1,1,0,0,4,0,0,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.FloorCall,2,4,0,10,10,1,0,10,2,2,26,0,0,0.989690722,0.6,2,4,12,1,0.5,1
xalan,2.7.0,org.apache.xalan.templates.ElemMessage,6,3,0,6,18,3,1,5,6,0.8,63,0.5,0,0.975124378,0.444444444,2,4,9.166666667,1,0.8333,1
xalan,2.7.0,org.apache.xml.utils.XMLCharacterRecognizer,5,1,0,7,10,10,7,0,5,2,85,0,0,0,0.2,0,0,16,5,3,1
xalan,2.7.0,org.apache.xalan.templates.WhiteSpaceInfo,4,4,1,9,8,4,7,4,4,1,31,0.5,0,0.99086758,0.45,0,0,6.25,1,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.StripFilter,1,1,0,11,1,0,11,1,1,2,1,0,0,0,1,0,0,0,1,1,1
